"","Organization","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Number of Publications"
"540","Havard","TARGETING A NOVEL REGULATOR OF BRAIN AGING AND ALZHEIMER'S DISEASE","NIA",8605374,"1R01AG046174-01",1,"R01","AG",46174,1,"",NA,3163073,"YANKNER, BRUCE A ","TSAI, LI-HUEI ","HARVARD MEDICAL SCHOOL",NA,2014,935613,NA,"22"
"541","Havard","EARLY INFANT TREATMENT","NIAID",8729213,"1U01AI114235-01",1,"U01","AI",114235,1,"",NA,6079721,"SHAPIRO, ROGER L ","KURITZKES, DANIEL R.;LICHTERFELD, MATHIAS ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,979999,NA,"58"
"542","Havard","BOSTON-AREA RESEARCH TRAINING PROGRAM IN BIOMEDICAL INFORMATICS","NLM",8681513,"5T15LM007092-23",5,"T15","LM",7092,23,"",NA,8397334,"MCCRAY, ALEXA T.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1076604,NA,NA
"543","Havard","HUMAN CARDIO-PULMONARY SYSTEM ON A CHIP","NCATS",8768885,"4UH3TR000522-03",4,"UH3","TR",522,3,"",NA,2092152,"PARKER, KEVIN KIT","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1154347,NA,"75"
"544","Havard","ELECTRONIC SEQUENCING IN GRAPHENE NANOPORES","NHGRI",8706936,"5R01HG003703-10",5,"R01","HG",3703,10,"",NA,8142552,"GOLOVCHENKO, JENE A ","BRANTON, DANIEL NONE","HARVARD UNIVERSITY",NA,2014,1175999,NA,"18"
"545","Havard","ATOMIC RESOLUTION IN BIOLOGICAL ELECTRON MICROSCOPY","NIGMS",8690087,"5P01GM062580-13",5,"P01","GM",62580,13,"",NA,1857787,"HARRISON, STEPHEN COPLAN","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1195537,NA,"126"
"546","Havard","GENETIC MODELING FOR SMA THERAPEUTIC PATHWAYS","NINDS",8704292,"5P01NS066888-05",5,"P01","NS",66888,5,"",NA,1894863,"VAN VACTOR, DAVID L.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1250388,NA,NA
"547","Havard","THE HARVARD SCHOOL OF PUBLIC HEALTH CENTER FOR WORK; HEALTH AND WELBEING","NIOSH",8710122,"5U19OH008861-08",5,"U19","OH",8861,8,"",NA,1867373,"SORENSEN, GLORIAN C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1297861,NA,"93"
"548","Havard","LUNG CANCER DISPARITIES CENTER: JOINTLY ADDRESSING RACE & SOCIOECONOMIC STATUS","NCI",8676699,"5P50CA148596-05",5,"P50","CA",148596,5,"",NA,1900432,"WILLIAMS, DAVID R","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1361094,NA,"215"
"549","Havard","COMPREHENSIVE CLASSIFICATION OF NEURONAL SUBTYPES BY SINGLE CELL TRANSCRIPTOMICS","NIMH",8822370,"1U01MH105960-01",1,"U01","MH",105960,1,"",NA,1875128,"SANES, JOSHUA R ","REGEV, AVIV ;SCHIER, ALEXANDER F;ZHANG, YI ","HARVARD UNIVERSITY",NA,2014,1362489,NA,"79"
"550","Havard","DEVELOPMENTAL REGULATION OF BONE MORPHOGENESIS","NIDDK",8663234,"5P01DK056246-14",5,"P01","DK",56246,14,"",NA,1887350,"TABIN, CLIFFORD J ","DEMAY, MARIE ;KRONENBERG, HENRY M;MCMAHON, ANDREW P.","HARVARD MEDICAL SCHOOL",NA,2014,1388239,NA,"94"
"551","Havard","ECONOMIC MODELING FOR HIV; VIRAL HEPATITIS; STD; TB AND SCHOOL HEALTH","NCHHSTP",8893520,"1U38PS004644-01",1,"U38","PS",4644,1,"",NA,2089710,"SALOMON, JOSHUA A","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1400000,NA,"102"
"552","Havard","IMMGEN: GENE EXPRESSION AND REGULATION IN IMMUNE CELLS","NIAID",8712330,"5R24AI072073-08",5,"R24","AI",72073,8,"",NA,6174570,"BENOIST, CHRISTOPHE O","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1436676,NA,"146"
"553","Havard","THE HSPH EDUCATION AND RESEARCH CENTER OF OCCUPATIONAL SAFETY AND HEALTH","NIOSH",8716662,"5T42OH008416-10",5,"T42","OH",8416,10,"",NA,1868404,"CHRISTIANI, DAVID C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1437118,NA,"382"
"554","Havard","BIOMARKERS FOR DIABETES USING STEM CELL-DERIVED BETA CELLS","NIDDK",8813227,"1UC4DK104159-01",1,"UC4","DK",104159,1,"",NA,1887703,"MELTON, DOUGLAS A","Not Applicable","HARVARD UNIVERSITY",NA,2014,1593083,NA,"70"
"555","Havard","THE LONGITUDINAL AGING STUDY IN INDIA","NIA",8709963,"5R01AG042778-02",5,"R01","AG",42778,2,"",NA,6687816,"BLOOM, DAVID E ","LEE, JINKOOK ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1668251,NA,"53"
"556","Havard","NEURAL CIRCUITS IN ZEBRAFISH: FORM; FUNCTION AND PLASTICITY","NINDS",8826324,"1U01NS090449-01",1,"U01","NS",90449,1,"",NA,7039484,"ENGERT, FLORIAN  ","CEPKO, CONSTANCE L;LICHTMAN, JEFF W;SOMPOLINSKY, HAIM ","HARVARD UNIVERSITY",NA,2014,1724181,NA,"37"
"557","Havard","VIRAL AND HOST MECHANISMS THAT TILT THE HSV LYTIC/LATENT BALANCE","NIAID",8693913,"5P01AI098681-02",5,"P01","AI",98681,2,"",NA,1888951,"COEN, DONALD M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1732800,NA,"86"
"558","Havard","MECHANISTIC PHARMACOLOGY OF ANTI-MITOTICS AND APOPTOSIS REGULATION","NCI",8677756,"5P01CA139980-05",5,"P01","CA",139980,5,"",NA,1964871,"MITCHISON, TIMOTHY J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1737021,NA,"130"
"559","Havard","HARVARD CLINICAL AND TRANSLATIONAL SCIENCE CENTER","NCATS",8743343,"5KL2TR001100-02",5,"KL2","TR",1100,2,"",NA,1891584,"NADLER, LEE MARSHALL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1738300,NA,"28"
"560","Havard","IMPRINTING A CONNECTOME:  DEVELOPMENTAL CIRCUIT APPROACH TO MENTAL ILLNESS","NIMH",8737967,"5P50MH094271-04",5,"P50","MH",94271,4,"",NA,8581126,"HENSCH, TAKAO K","Not Applicable","HARVARD UNIVERSITY",NA,2014,1746963,NA,"29"
"561","Havard","HSPH-NIEHS CENTER FOR ENVIRONMENTAL HEALTH","NIEHS",8619187,"2P30ES000002-51",2,"P30","ES",2,51,"",NA,1871832,"DOCKERY, DOUGLAS W","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1776177,NA,"51"
"562","Havard","MAPPING TRANSCRIPTIONAL NETWORKS IN CARDIAC DEVELOPMENT","NHLBI",8712538,"5U01HL098166-06",5,"U01","HL",98166,6,"",NA,6914597,"SEIDMAN, JONATHAN G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1855538,NA,"52"
"563","Havard","HARVARD TRANSDISCIPLINARY RESEARCH IN ENERGETICS AND CANCER CENTER","NCI",8715328,"5U54CA155626-04",5,"U54","CA",155626,4,"",NA,2087382,"HU, FRANK B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,1898221,NA,"666"
"564","Havard","HIGH RESOLUTION CONNECTOMICS OF MAMMALIAN NEURAL CIRCUITS","NINDS",8664455,"5R01NS076467-04",5,"R01","NS",76467,4,"",NA,8328640,"LICHTMAN, JEFF W ","MEISTER, MARKUS ;SANES, JOSHUA R;SEUNG, HYUNJUNE SEBASTIAN","HARVARD UNIVERSITY",NA,2014,1944023,NA,"66"
"565","Havard","MECHANISMS AND IMMUNOLOGICAL CONSEQUENCES OF HOST-VIRUS INTERACTIONS","NIAID",8742510,"1P01AI112521-01",1,"P01","AI",112521,1,"",NA,1893535,"VON ANDRIAN, ULRICH H","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,1972162,NA,"0"
"566","Havard","NMR AND COMPUTATIONAL STUDIES OF BIOMOLECULES","NIGMS",8658826,"5P01GM047467-22",5,"P01","GM",47467,22,"",NA,7780808,"WAGNER, GERHARD ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2000194,NA,"168"
"567","Havard","MEDICAL SCIENTISTS TRAINING PROGRAM","NIGMS",8692799,"5T32GM007753-36",5,"T32","GM",7753,36,"",NA,1902271,"WALENSKY, LOREN DAVID","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2005360,NA,NA
"568","Havard","MEMBRANE PROTEIN STRUCTURES BY SOLUTION NMR","NIGMS",8688790,"5U54GM094608-05",5,"U54","GM",94608,5,"",NA,1885291,"CHOU, JAMES J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2067250,NA,"52"
"569","Havard","PATIENT-CENTERED INFORMATION COMMONS","NHGRI",8775065,"1U54HG007963-01",1,"U54","HG",7963,1,"",NA,1884776,"KOHANE, ISAAC S.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2082841,NA,"176"
"570","Havard","GENOME ENGINEERING AN IPSC MODEL OF ALZHEIMER'S DISEASE","NIA",8756257,"1RF1AG048056-01",1,"RF1","AG",48056,1,"",NA,3163073,"YANKNER, BRUCE A ","CHURCH, GEORGE M","HARVARD MEDICAL SCHOOL",NA,2014,2095914,NA,"22"
"571","Havard","DISSECTING THE ESTABLISHMENT AND REGULATION OF HUMAN PLURIPOTENCY","NIGMS",8717677,"5P01GM099117-04",5,"P01","GM",99117,4,"",NA,9366875,"MEISSNER, ALEXANDER ","Not Applicable","HARVARD UNIVERSITY",NA,2014,2102947,NA,"73"
"572","Havard","PHARMACO RESPONSE SIGNATURES AND DISEASE MECHANISM","NHLBI",8787853,"1U54HL127365-01",1,"U54","HL",127365,1,"",NA,1883114,"SORGER, PETER KARL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2145458,NA,"68"
"573","Havard","CANCER EPIDEMIOLOGY COHORT IN MALE HEALTH PROFESSIONALS","NCI",8724453,"5UM1CA167552-03",5,"UM1","CA",167552,3,"",NA,1862962,"WILLETT, WALTER C.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,2150335,NA,"784"
"574","Havard","T CELL COSTIMULATORY PATHWAYS:  FUNCTIONS AND INTERACTIONS","NIAID",8742087,"2P01AI056299-11",2,"P01","AI",56299,11,"",NA,1888832,"SHARPE, ARLENE H.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2194909,NA,"129"
"575","Havard","DISSECTING BACTERIAL CELL WALL SYNTHESIS USING IN VIVO SINGLE MOLECULE TRACKING","NIAID",8754253,"1DP2AI117923-01",1,"DP2","AI",117923,1,"",NA,10427439,"GARNER, ETHAN CLARK","Not Applicable","HARVARD UNIVERSITY",NA,2014,2270730,NA,"12"
"576","Havard","MIDAS CENTER FOR COMMUNICABLE DISEASE DYNAMICS","NIGMS",8747003,"2U54GM088558-06",2,"U54","GM",88558,6,"",NA,1878571,"LIPSITCH, MARC ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,2279902,NA,"166"
"577","Havard","THE HMS LABORATORY OF SYSTEMS PHARMACOLOGY","NIGMS",8769531,"1P50GM107618-01A1",1,"P50","GM",107618,1,"A1",NA,1883114,"SORGER, PETER KARL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,2346106,NA,"68"
"578","Havard","PHYSICS OF COLLECTIVE CELLULAR MIGRATION IN LUNG HEALTH AND DISEASE","NHLBI",8741175,"1P01HL120839-01A1",1,"P01","HL",120839,1,"A1",NA,1887476,"FREDBERG, JEFFREY J","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,2577731,NA,"91"
"579","Havard","DECODING THE ROLES OF CRITICAL GENES OF UNKNOWN FUNCTION IN M. TUBERCULOSIS","NIAID",8693921,"5U19AI107774-02",5,"U19","AI",107774,2,"",NA,1877980,"RUBIN, ERIC JOSEPH ","CARR, STEVEN A;FORTUNE, SARAH ;IOERGER, THOMAS R;RHEE, KYU Y;SCHNAPPINGER, DIRK ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,2581322,NA,"90"
"580","Havard","FLYBASE: A DROSOPHILA GENOMIC AND GENETIC DATABASE","NHGRI",8665574,"2U41HG000739-22",2,"U41","HG",739,22,"",NA,1863022,"GELBART, WILLIAM MARTIN","Not Applicable","HARVARD UNIVERSITY",NA,2014,3279871,NA,"19"
"581","Havard","LIFE COURSE CANCER EPIDEMIOLOGY COHORT IN WOMEN","NCI",8651432,"5UM1CA176726-02",5,"UM1","CA",176726,2,"",NA,1862962,"WILLETT, WALTER C.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,3361075,NA,"784"
"582","Havard","NEUROPSYCHIATRIC GENOME-SCALE AND RDOC INDIVIDUALIZED DOMAINS (N-GRID)","NIMH",8698507,"1P50MH106933-01",1,"P50","MH",106933,1,"",NA,1884776,"KOHANE, ISAAC S.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,3375284,NA,"176"
"583","Havard","CAUSAL TRANSCRIPTIONAL CONSEQUENCES OF HUMAN GENETIC VARIATION","NHGRI",8712532,"5P50HG005550-05",5,"P50","HG",5550,5,"",NA,1925956,"CHURCH, GEORGE M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,3581194,NA,"252"
"584","Havard","HARVARD UNIVERSITY CENTER FOR AIDS RESEARCH","NIAID",8681725,"2P30AI060354-11",2,"P30","AI",60354,11,"",NA,1890766,"WALKER, BRUCE D","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,4278137,NA,"221"
"585","Havard","SMALL MOLECULE INHIBITORS OF ENVELOPED VIRUS ENTRY","NIAID",8641840,"1U19AI109740-01",1,"U19","AI",109740,1,"",NA,7746536,"WHELAN, SEAN PJ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,4422325,NA,"51"
"586","Havard","IMPACT EVALUATION OF COMBINATION HIV PREVENTION INTERVENTIONS IN BOTSWANA","CGH",8827178,"5U01GH000447-04",5,"U01","GH",447,4,"",NA,1867666,"ESSEX, MYRON E","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,4526551,NA,"9"
"587","Havard","INNOVATIVE PLATFORMS FOR ANTIMICROBIAL THERAPY AND VACCINE DEVELOPMENT","NIAID",8641912,"1U19AI109764-01",1,"U19","AI",109764,1,"",NA,1870456,"KASPER, DENNIS L.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,4937887,NA,"69"
"588","Havard","INTEGRATED DISCOVERY AND DEVELOPMENT OF INNOVATIVE TB DIAGNOSTICS","NIAID",8642328,"1U19AI109755-01",1,"U19","AI",109755,1,"",NA,1971770,"MURRAY, MEGAN B","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,5956642,NA,"109"
"589","Havard","ISLET ON A CHIP","NIDDK",8813382,"1UC4DK104165-01",1,"UC4","DK",104165,1,"",NA,1887703,"MELTON, DOUGLAS A","Not Applicable","HARVARD UNIVERSITY",NA,2014,6844182,NA,"70"
"590","Havard","PEDIATRIC HIV/AIDS COHORT STUDY (PHACS) DATA AND OPERATIONS CENTER (DOC)","NICHD",8700428,"5U01HD052102-10",5,"U01","HD",52102,10,"",NA,1961617,"SEAGE, GEORGE R","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,18594549,NA,"83"
"591","Havard","HARVARD CLINICAL AND TRANSLATIONAL SCIENCE CENTER","NCATS",8743345,"5UL1TR001102-02",5,"UL1","TR",1102,2,"",NA,1891584,"NADLER, LEE MARSHALL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,21900459,NA,"28"
